Alteration	HCT116_LARGE_INTESTINE	HT29_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	KM12_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	LS513_LARGE_INTESTINE	SW837_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	CL11_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	CL34_LARGE_INTESTINE	SW1116_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	LS123_LARGE_INTESTINE	SW403_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	SW948_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	LS180_LARGE_INTESTINE	NCIH508_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	SW620_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	T84_LARGE_INTESTINE	SW480_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	C2BBE1_LARGE_INTESTINE	SNUC1_LARGE_INTESTINE	SNUC2A_LARGE_INTESTINE	RKO_LARGE_INTESTINE	HRT18_LARGE_INTESTINE	GP2D_LARGE_INTESTINE	SW48_LARGE_INTESTINE	OUMS23_LARGE_INTESTINE	SNU503_LARGE_INTESTINE	SNU175_LARGE_INTESTINE	SNU81_LARGE_INTESTINE	SNU407_LARGE_INTESTINE	CW2_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	SNU283_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	SNU1040_LARGE_INTESTINE	HT55_LARGE_INTESTINE	MDST8_LARGE_INTESTINE	HT115_LARGE_INTESTINE	CL14_LARGE_INTESTINE	CL40_LARGE_INTESTINE
TTC34	0	0	2	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	1	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	-1	-1	-1	2	0	0
ACTRT2	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
FLJ42875	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
PRDM16	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
MIR4251	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
hsa-mir-4251	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ARHGEF16	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
MEGF6	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
MIR551A	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
hsa-mir-551a	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
TPRG1L	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
WRAP73	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
TP73	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
TP73-AS1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
CCDC27	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
LOC388588	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
LRRC47	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
CEP104	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
DFFB	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
C1orf174	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
LOC100133612	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
LOC728716	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
LOC284661	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
AJAP1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
MIR4417	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
MIR4689	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
NPHP4	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
KCNAB2	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
CHD5	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
RPL22	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
RNF207	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ICMT	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
GPR153	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
HES3	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ACOT7	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-2	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ESPN	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
HES2	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
MIR4252	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
hsa-mir-4252	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
PLEKHG5	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
TNFRSF25	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
NOL9	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-2	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
TAS1R1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ZBTB48	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
KLHL21	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
PHF13	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
THAP3	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
DNAJC11	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
CAMTA1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
PER3	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
VAMP3	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
UTS2	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
TNFRSF9	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
PARK7	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ERRFI1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
SLC45A1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
RERE	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ENO1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
ENO1-AS1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
CA6	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
SLC2A7	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
SLC2A5	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
GPR157	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
MIR34A	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
hsa-mir-34a	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
H6PD	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
SPSB1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
SLC25A33	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
TMEM201	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0
C1orf200	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
PIK3CD	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
CLSTN1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
CTNNBIP1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
LZIC	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
NMNAT1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
RBP7	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
UBE4B	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
KIF1B	0	0	2	1	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	1	0	0
hsa-mir-1273d	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
PGD	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
APITD1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
APITD1-CORT	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
CORT	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
DFFA	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
PEX14	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
CASZ1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-2	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
C1orf127	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-2	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
MASP2	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-2	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
TARDBP	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-2	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
SRM	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-2	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
EXOSC10	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-2	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
MTOR	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-2	-1	-1	-2	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0
