Alteration	HCT116_LARGE_INTESTINE	HT29_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	KM12_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	LS513_LARGE_INTESTINE	SW837_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	CL11_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	CL34_LARGE_INTESTINE	SW1116_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	LS123_LARGE_INTESTINE	SW403_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	SW948_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	LS180_LARGE_INTESTINE	NCIH508_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	SW620_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	T84_LARGE_INTESTINE	SW480_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	C2BBE1_LARGE_INTESTINE	SNUC1_LARGE_INTESTINE	SNUC2A_LARGE_INTESTINE	RKO_LARGE_INTESTINE	HRT18_LARGE_INTESTINE	GP2D_LARGE_INTESTINE	SW48_LARGE_INTESTINE	OUMS23_LARGE_INTESTINE	SNU503_LARGE_INTESTINE	SNU175_LARGE_INTESTINE	SNU81_LARGE_INTESTINE	SNU407_LARGE_INTESTINE	CW2_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	SNU283_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	SNU1040_LARGE_INTESTINE	HT55_LARGE_INTESTINE	MDST8_LARGE_INTESTINE	HT115_LARGE_INTESTINE	CL14_LARGE_INTESTINE	CL40_LARGE_INTESTINE
SGPP1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SYNE2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
hsa-mir-548h-1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
ESR2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
TEX21P	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
MTHFD1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
AKAP5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
ZBTB25	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
ZBTB1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
HSPA2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
PPP1R36	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
PLEKHG3	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	2	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SPTB	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	2	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
CHURC1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
CHURC1-FNTB	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
GPX2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
RAB15	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
FNTB	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
MAX	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
MIR4706	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
LOC100506321	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
MIR4708	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
FUT8	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
LOC645431	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
hsa-mir-625	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
LINC00238	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	1	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GPHN	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	-2	-1	1	-2	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
FAM71D	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	-2	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
MPP5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	-2	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ATP6V1D	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
EIF2S1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PLEK2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
TMEM229B	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PLEKHH1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	1	-1	0
PIGH	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ARG2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
VTI1B	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
RDH11	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
RDH12	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ZFYVE26	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
RAD51B	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ZFP36L1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ACTN1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DCAF5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
EXD2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GALNTL1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ERH	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SLC39A9	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PLEKHD1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf162	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
KIAA0247	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
LOC100289511	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SRSF5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SLC10A1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SMOC1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SLC8A3	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ADAM21P1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
COX16	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SYNJ2BP-COX16	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SYNJ2BP	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ADAM21	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf55	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ADAM20	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
MED6	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
TTC9	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
MAP3K9	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PCNX	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SNORD56B	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
LOC145474	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SIPA1L1	0	-1	0	0	0	0	0	0	1	-1	1	0	0	1	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
RGS6	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	2	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DPF3	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DCAF4	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ZFYVE1	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
RBM25	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PSEN1	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PAPLN	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
NUMB	0	-1	0	0	0	0	0	0	1	-1	1	-2	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf169	0	-1	0	0	0	0	0	0	1	-1	1	-2	0	0	1	1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
HEATR4	0	-1	-2	2	-2	0	0	1	-1	-1	-1	-2	-2	0	1	1	0	-1	-2	0	-1	-2	-1	-1	0	2	-1	1	0	0	-2	-1	2	1	0	1	-2	-2	0	-2	0	-2	-1	-1	-2	-2	0	-2	-2	-1	-2	-1	-2	0	-2	2	-1	-2
ACOT1	0	-1	-2	2	-2	0	0	2	-1	-1	-1	-2	-2	0	1	1	0	-2	-2	1	-2	-2	-1	-1	-2	2	-1	2	0	0	-2	-2	2	1	0	1	-2	-2	0	-2	0	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	2	1	-2
ACOT2	0	-1	0	0	0	0	-2	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	-2	1	0	0	0	-1	1	1	0	0	0	0	-1	-2
ACOT4	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	-2	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ACOT6	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	-2	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DNAL1	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	-2	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf43	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PNMA1	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	-2	1	0	0	0	-1	1	1	0	0	0	0	-1	0
MIR4505	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	-2	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PTGR2	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ZNF410	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
FAM161B	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
COQ6	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ENTPD5	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf45	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ALDH6A1	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
LIN52	0	-1	0	0	0	0	1	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
VSX2	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
