Alteration	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	X42MGBA_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	X1321N1_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	X8MGBA_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	SNB19_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	U138MG_CENTRAL_NERVOUS_SYSTEM
NOL11	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
SNORA38B	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
BPTF	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
C17orf58	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
KPNA2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
LOC100499466	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
LOC440461	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
AMZ2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
ARSG	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
SLC16A6	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
WIPI1	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
MIR635	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
hsa-mir-635	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
PRKAR1A	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
FAM20A	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
ABCA8	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
ABCA9	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
ABCA6	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
MIR4524A	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
ABCA10	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
ABCA5	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
MAP2K6	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	0	1	1	1	0	1	0	-1	1	0	1	0	1	0	-1	1
KCNJ16	0	1	-1	1	1	0	0	-1	1	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
KCNJ2	0	1	-1	1	1	0	0	-1	1	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
KCNJ2-AS1	0	1	-1	1	1	0	0	-1	1	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SOX9	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
LOC100499467	0	1	-1	1	1	0	0	-2	0	1	1	1	0	1	1	0	1	-1	-1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
LINC00511	0	1	-1	1	1	0	0	-2	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SLC39A11	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
COG1	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
FAM104A	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SSTR2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
C17orf80	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CPSF4L	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CDC42EP4	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SDK2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
LINC00469	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	1	1	1	-1	1
LOC400620	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
RPL38	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MGC16275	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
TTYH2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
DNAI2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
KIF19	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
BTBD17	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
GPR142	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
GPRC5C	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CD300A	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CD300LB	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	-1	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CD300C	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
C17orf77	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CD300LD	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CD300E	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
RAB37	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CD300LF	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MIR3615	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SLC9A3R1	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
NAT9	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
TMEM104	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
GRIN2C	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
FDXR	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
FADS6	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
USH1G	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
OTOP2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
OTOP3	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
C17orf28	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CDR2L	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
ICT1	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
ATP5H	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
KCTD2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SLC16A5	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
ARMC7	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
NT5C	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
HN1	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SUMO2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
NUP85	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
GGA3	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
LOC100287042	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MIF4GD	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MRPS7	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SLC25A19	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
GRB2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MIR3678	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
KIAA0195	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
CASKIN2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
LLGL2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
TSEN54	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MYO15B	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	0	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
RECQL5	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
C17orf109	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
C17orf110	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
SAP30BP	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
ITGB4	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	1	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
GALK1	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
H3F3B	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MIR4738	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
UNK	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
UNC13D	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
WBP2	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
TRIM47	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
MRPL38	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
TRIM65	0	1	-1	1	1	0	0	-1	0	1	1	1	0	1	1	0	-1	-1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	-1	0	0	1	0	2	-1	1	1	1	1	0	1	0	-1	1	0	1	0	1	1	-1	1
