Alteration	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	X42MGBA_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	X1321N1_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	X8MGBA_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	SNB19_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	U138MG_CENTRAL_NERVOUS_SYSTEM
ATP1A2	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
IGSF8	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
KCNJ10	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
KCNJ9	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
PIGM	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
ATP1A4	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
CASQ1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
DCAF8	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
PEA15	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
PEX19	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
COPA	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
SUMO1P3	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
NCSTN	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
NHLH1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
VANGL2	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
SLAMF6	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
CD84	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
SLAMF1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
CD48	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	2	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
SLAMF7	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
LY9	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
CD244	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
ITLN1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
ITLN2	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
F11R	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
ARHGAP30	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
PVRL4	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
TSTD1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
USF1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
DEDD	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
KLHDC9	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
NIT1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
PFDN2	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
ADAMTS4	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
B4GALT3	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
NDUFS2	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
PPOX	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
UFC1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
USP21	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
APOA2	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
FCER1G	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
NR1I3	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
TOMM40L	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
PCP4L1	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
MPZ	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
SDHC	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
C1orf192	-1	0	0	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
FCGR2A	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	2	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
HSPA6	0	0	2	1	-1	0	1	1	0	1	1	0	0	-1	2	0	-1	0	-1	0	1	-1	0	2	0	1	1	0	1	0	0	1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
FCGR3A	0	0	2	0	-1	0	1	1	0	1	1	0	0	-1	2	0	1	0	-1	0	1	-1	2	2	0	1	1	0	1	0	0	1	-1	-1	1	0	0	2	1	0	-1	0	0	0	0	0	1	1	0	-1	-1	-1	-1	-1	-1
FCGR2C	0	0	2	0	-1	0	1	1	1	1	1	0	0	-1	2	0	1	0	-2	0	1	-1	2	2	0	1	2	0	1	0	0	1	-1	-1	1	0	0	2	1	0	-1	0	0	0	-1	0	1	1	0	-1	-1	-1	-1	-1	-1
FCGR3B	0	0	2	0	-1	0	1	1	1	1	1	0	0	-1	2	0	1	0	-2	0	1	-1	2	2	0	1	2	0	1	0	0	1	-1	-1	1	0	0	2	1	0	-1	0	0	0	-1	0	1	1	0	-1	-1	-1	-1	-1	-1
HSPA7	0	0	2	0	-1	0	1	1	1	1	1	0	0	-1	2	0	1	0	-2	0	1	-1	2	2	0	1	2	0	1	0	0	1	-1	-1	1	0	0	2	1	0	-1	0	0	0	-1	0	1	1	0	-1	-1	-1	-1	-1	-1
FCGR2B	0	0	2	1	-1	-2	1	1	0	1	1	1	0	-1	2	0	1	0	-1	0	1	-1	2	1	0	1	1	0	1	0	0	1	-1	-1	1	0	0	2	2	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	1
RPL31P11	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	2	0	1	1	0	-1	-1	-1	-1	-1	-1
FCRLA	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
FCRLB	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
DUSP12	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
ATF6	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	-1	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
OLFML2B	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
NOS1AP	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
MIR4654	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
MIR556	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
hsa-mir-556	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
C1orf111	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
C1orf226	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
SH2D1B	0	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
UHMK1	-1	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
UAP1	-1	0	1	1	-1	0	1	1	0	1	1	0	0	-1	1	0	-1	0	-1	0	1	-1	0	1	0	1	1	0	1	0	0	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	-1	-1
