Alteration	A2780_OVARY	OVCAR4_OVARY	CAOV3_OVARY	TOV112D_OVARY	HS571T_OVARY	IGROV1_OVARY	OVCAR8_OVARY	TOV21G_OVARY	RMUGS_OVARY	COV362_OVARY	SKOV3_OVARY	SNU8_OVARY	OELE_OVARY	ONCODG1_OVARY	ES2_OVARY	OVKATE_OVARY	OVISE_OVARY	OVMANA_OVARY	NIHOVCAR3_OVARY	OV56_OVARY	JHOS4_OVARY	COV504_OVARY	COV318_OVARY	JHOS2_OVARY	COLO704_OVARY	MCAS_OVARY	FUOV1_OVARY	OVTOKO_OVARY	OV90_OVARY	HEYA8_OVARY	TYKNU_OVARY	EFO21_OVARY	RMGI_OVARY	EFO27_OVARY	OVSAHO_OVARY	KURAMOCHI_OVARY	CAOV4_OVARY	OAW42_OVARY	OV7_OVARY	COV434_OVARY	59M_OVARY	COV644_OVARY	OC316_OVARY	OC314_OVARY	JHOC5_OVARY	JHOM1_OVARY	SNU119_OVARY	SNU840_OVARY	OVK18_OVARY	JHOM2B_OVARY	OAW28_OVARY
OPA3	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
GPR4	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
EML2	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
LOC100287177	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
MIR330	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
hsa-mir-330	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
GIPR	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
MIR642A	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
MIR642B	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
hsa-mir-642	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
SNRPD2	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
QPCTL	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
FBXO46	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
LOC388553	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
DMPK	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
SIX5	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
DMWD	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
RSPH6A	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
SYMPK	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
FOXA3	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
IRF2BP1	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
MYPOP	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
NANOS2	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
NOVA2	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
CCDC61	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
MIR769	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
PGLYRP1	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
hsa-mir-769	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
IGFL4	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
IGFL3	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
IGFL2	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
DKFZp434J0226	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
IGFL1	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
HIF3A	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	-1	0	0	-1	1	0	-1	0	1	1	1	0	1	1
PPP5C	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	-1	0	0	-1	1	0	-1	0	1	1	1	0	1	1
CCDC8	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
PNMAL1	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
LOC100506012	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
PNMAL2	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
CALM3	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
PTGIR	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
DACT3	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
GNG8	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
LOC100506068	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
PRKD2	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
MIR320E	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
hsa-mir-320e	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
FKRP	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
SLC1A5	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
STRN4	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-E	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
AP2S1	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
ARHGAP35	0	1	1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
NPAS1	0	1	1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
TMEM160	0	1	1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
ZC3H4	0	1	1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	0	-1	0	1	1	1	0	1	1
SAE1	0	1	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
BBC3	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
MIR3190	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
MIR3191	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
hsa-mir-3190	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
hsa-mir-3191	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
CCDC9	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
PRR24	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
C5AR1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
GPR77	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
DHX34	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
MEIS3	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SLC8A2	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	2	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
KPTN	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	2	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
LOC100505681	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	2	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
NAPA	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	2	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
ZNF541	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	2	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
GLTSCR1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
EHD2	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
GLTSCR2	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNORD23	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SEPW1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
TPRX1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
CRX	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SULT2A1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A10	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A11	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A12	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A13	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A14	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A2	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A3	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A4	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A5	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A6	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A7	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A8	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-A9	0	0	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	0	-1	1	-1	-1	-1	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-C1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-C2	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-C3	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-C4	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
SNAR-C5	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
BSPH1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
ELSPBP1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
CABP5	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
PLA2G4C	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
LIG1	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
CARD8	0	-2	-1	0	-2	0	-1	0	1	-1	0	1	0	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0	1	1	1	0	1	1
