Alteration	A2780_OVARY	OVCAR4_OVARY	CAOV3_OVARY	TOV112D_OVARY	HS571T_OVARY	IGROV1_OVARY	OVCAR8_OVARY	TOV21G_OVARY	RMUGS_OVARY	COV362_OVARY	SKOV3_OVARY	SNU8_OVARY	OELE_OVARY	ONCODG1_OVARY	ES2_OVARY	OVKATE_OVARY	OVISE_OVARY	OVMANA_OVARY	NIHOVCAR3_OVARY	OV56_OVARY	JHOS4_OVARY	COV504_OVARY	COV318_OVARY	JHOS2_OVARY	COLO704_OVARY	MCAS_OVARY	FUOV1_OVARY	OVTOKO_OVARY	OV90_OVARY	HEYA8_OVARY	TYKNU_OVARY	EFO21_OVARY	RMGI_OVARY	EFO27_OVARY	OVSAHO_OVARY	KURAMOCHI_OVARY	CAOV4_OVARY	OAW42_OVARY	OV7_OVARY	COV434_OVARY	59M_OVARY	COV644_OVARY	OC316_OVARY	OC314_OVARY	JHOC5_OVARY	JHOM1_OVARY	SNU119_OVARY	SNU840_OVARY	OVK18_OVARY	JHOM2B_OVARY	OAW28_OVARY
TMEM156	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
KLHL5	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
WDR19	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
RFC1	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
KLB	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	2	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
RPL9	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	2	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
LIAS	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	2	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
LOC401127	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	2	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
UGDH	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
C4orf34	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
UBE2K	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
PDS5A	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
LOC344967	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
N4BP2	0	-1	1	0	0	0	0	0	0	0	2	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
RHOH	0	-1	1	0	0	0	0	0	0	0	2	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
CHRNA9	0	-1	1	0	0	0	0	0	0	0	2	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
RBM47	0	-1	1	0	0	0	0	0	0	0	2	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
MIR4802	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
NSUN7	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
APBB2	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	1	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
UCHL1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
LIMCH1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
PHOX2B	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
TMEM33	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
DCAF4L1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
SLC30A9	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
BEND4	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
SHISA3	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
ATP8A1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
GRXCR1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	-2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
KCTD8	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
YIPF7	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
GNPDA2	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
GUF1	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	2	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
GABRG1	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
GABRA2	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
COX7B2	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
GABRA4	0	-1	-2	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
GABRB1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
COMMD8	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	0	0	-1
ATP10D	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
CORIN	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
NFXL1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
CNGA1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
NIPAL1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
TXK	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
TEC	0	-1	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
SLAIN2	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
SLC10A4	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
ZAR1	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
FRYL	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
OCIAD1	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
OCIAD2	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
CWH43	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	1	0	0	-1
DCUN1D4	0	-1	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LRRC66	0	-1	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
SGCB	0	-1	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
SPATA18	0	-1	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
USP46	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
DANCR	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
MIR4449	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
SNORA26	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
ERVMER34-1	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LOC152578	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
RASL11B	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
SCFD2	0	-1	1	0	0	0	1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
FIP1L1	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LNX1	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
RPL21P44	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
CHIC2	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
GSX2	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
PDGFRA	0	-1	1	0	0	0	1	0	-1	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
KIT	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	0	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	0	1
KDR	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
SRD5A3	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LOC100506462	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
TMEM165	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
CLOCK	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
PDCL2	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
NMU	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LOC644145	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1
EXOC1	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
CEP135	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
KIAA1211	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
AASDH	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
PPAT	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
PAICS	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
SRP72	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
ARL9	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LOC100506564	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
HOPX	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
SPINK2	0	-1	2	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
REST	0	-1	2	0	0	0	1	0	0	0	0	-1	0	1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
NOA1	0	-1	2	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
POLR2B	0	-1	2	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
IGFBP7	0	-1	2	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LOC255130	0	-1	2	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
LPHN3	0	-1	1	0	0	1	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	0	-1	0	1	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1
TECRL	0	-1	1	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1
LOC401134	0	-1	1	1	0	0	1	0	0	0	0	-1	0	-1	-1	0	-1	-1	1	0	1	-1	-1	1	0	-1	-1	0	-1	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1
